,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvID,AdvID2,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner,EDITION,Unnamed: 0,FreeCirculation,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,Daily,SwapNotInclude,Swap2017Affected,CSDs,ID,ID2,first_year,equal_to_previous,FreeCircAllEds,PaidCircAllEds,TotalCircAllEds,EDITION2,_merge2
204,toronto city centre mirror,45540.0,4.34,335.0,1160.0,10.0,175.0,10.0,2013,2012.0,1.0,Thursday,378,299,45540.0,4.34,335.0,1160.0,toronto city centre mirror,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
205,toronto city centre mirror,46701.0,4.74,1160.0,1160.0,10.0,161.0,10,2014,2013.0,1.0,Thursday,378,299,46701.0,4.74,1160.0,1160.0,toronto city centre mirror,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
206,toronto city centre mirror,47154.0,4.74,1160.0,1160.0,10.0,161.0,10.0,2015,2014.0,1.0,Thursday,378,299,47154.0,4.74,1160.0,1160.0,toronto city centre mirror,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
207,toronto city centre mirror,48704.0,4.74,,1160.0,10.0,161.0,10.0,2016,2015.0,1.0,Thursday,378,299,48704.0,4.74,,1160.0,toronto city centre mirror,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
208,toronto city centre mirror,,4.74,,1160.0,10.0,161.0,10.0,2017,2015.0,2.0,Thursday,378,299,,4.74,,1160.0,toronto city centre mirror,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
209,toronto city centre mirror,,4.88,,1160.0,10.0,161.0,10.0,2018,2016.0,2.0,Thursday,378,299,,4.88,,1160.0,toronto city centre mirror,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
214,toronto correio da manha,,2.64,147.0,529.0,6.0,180.0,-,2014,0.0,2014.0,Tuesday,382,302,,2.64,147.0,529.0,toronto correio da manha,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
215,toronto correio da manha,,2.64,147.0,529.0,6.0,180.0,-,2015,0.0,2015.0,Tuesday,382,302,,2.64,147.0,529.0,toronto correio da manha,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
216,toronto correio da manha,,2.64,,529.0,6.0,180.0,-,2016,0.0,2016.0,Tuesday,382,302,,2.64,,529.0,toronto correio da manha,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
211,toronto correio da manha,,2.64,,529.0,6.0,180.0,,2017,0.0,2017.0,Friday,381,302,,2.64,,529.0,toronto correio da manha,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
217,toronto correio da manha,,2.64,,529.0,6.0,180.0,-,2017,0.0,2017.0,Tuesday,382,302,,2.64,,529.0,toronto correio da manha,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
212,toronto correio da manha,,2.64,,529.0,6.0,180.0,,2018,0.0,2018.0,Friday,381,302,,2.64,,529.0,toronto correio da manha,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
218,toronto correio da manha,,2.64,,529.0,6.0,180.0,-,2018,0.0,2018.0,Tuesday,382,302,,2.64,,529.0,toronto correio da manha,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
213,toronto correio da manha,,2.64,,529.0,6.0,180.0,,2019,0.0,2019.0,Friday,381,302,,2.64,,529.0,toronto correio da manha,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
219,toronto correio da manha,,2.64,,529.0,6.0,180.0,-,2019,0.0,2019.0,Tuesday,382,302,,2.64,,529.0,toronto correio da manha,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
226,toronto correo canadiense,,2.64,147.0,529.0,10.0,200.0,,2013,0.0,2013.0,Wednesday,385,303,,2.64,147.0,529.0,toronto correo canadiense,left_only,,Toronto,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
222,toronto correo canadiense,,2.64,147.0,529.0,6.0,180.0,-,2014,0.0,2014.0,Thursday,384,303,,2.64,147.0,529.0,toronto correo canadiense,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
220,toronto correo canadiense,,2.64,147.0,529.0,6.0,180.0,,2015,0.0,2015.0,Friday,383,303,,2.64,147.0,529.0,toronto correo canadiense,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
221,toronto correo canadiense,,2.64,,529.0,6.0,180.0,,2016,0.0,2016.0,Friday,383,303,,2.64,,529.0,toronto correo canadiense,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
223,toronto correo canadiense,,2.64,,529.0,6.0,180.0,-,2017,0.0,2017.0,Thursday,384,303,,2.64,,529.0,toronto correo canadiense,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
224,toronto correo canadiense,,2.64,,529.0,6.0,180.0,-,2018,0.0,2018.0,Thursday,384,303,,2.64,,529.0,toronto correo canadiense,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
225,toronto correo canadiense,,2.64,,529.0,6.0,180.0,-,2019,0.0,2019.0,Thursday,384,303,,2.64,,529.0,toronto correo canadiense,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
227,toronto diversity reporter,,3.21,362.0,362.0,4.0,220.0,8,2014,2012.0,2.0,Wednesday,386,304,,3.21,362.0,362.0,toronto diversity reporter,left_only,,Toronto,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
228,toronto diversity reporter,,3.21,362.0,362.0,4.0,220.0,8.0,2015,2013.0,2.0,Wednesday,386,304,,3.21,362.0,362.0,toronto diversity reporter,left_only,,Toronto,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
229,toronto diversity reporter,,3.21,,362.0,4.0,220.0,8.0,2016,2013.0,3.0,Wednesday,386,304,,3.21,,362.0,toronto diversity reporter,left_only,,Toronto,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
230,toronto diversity reporter,,3.21,,362.0,4.0,220.0,8.0,2017,2013.0,4.0,Wednesday,386,304,,3.21,,362.0,toronto diversity reporter,left_only,,Toronto,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
231,toronto diversity reporter,,3.21,,362.0,4.0,220.0,8.0,2018,2013.0,5.0,Wednesday,386,304,,3.21,,362.0,toronto diversity reporter,left_only,,Toronto,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
232,toronto diversity reporter,,3.21,,362.0,4.0,220.0,8.0,2019,2013.0,6.0,Wednesday,386,304,,3.21,,362.0,toronto diversity reporter,left_only,,Toronto,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
235,toronto forest hill town crier,,3.53,176.0,588.0,6.0,192.0,9.0,2013,2010.0,3.0,Monthly,389,307,,3.53,176.0,588.0,toronto forest hill town crier,both,,,,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
236,toronto ghanaian news,9929.0,0.72,470.0,470.0,6.0,217.0,5,2014,2013.0,1.0,Monthly,390,308,9929.0,0.72,470.0,470.0,toronto ghanaian news,left_only,,Toronto,,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
237,toronto ghanaian news,,0.72,470.0,470.0,6.0,217.0,5.0,2015,2013.0,2.0,Monthly,390,308,,0.72,470.0,470.0,toronto ghanaian news,left_only,,Toronto,,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
238,toronto ghanaian news,,0.72,,470.0,6.0,217.0,5.0,2016,2014.0,2.0,Monthly,390,308,,0.72,,470.0,toronto ghanaian news,left_only,,Toronto,,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
239,toronto kanadai amerikai magyarsag,2054.0,1.05,100.0,100.0,8.0,290.0,5.0,2013,2012.0,1.0,Saturday,391,309,2054.0,1.05,100.0,100.0,toronto kanadai amerikai magyarsag,left_only,,Toronto,,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
240,toronto kanadai amerikai magyarsag,1883.0,1.05,100.0,100.0,8.0,290.0,5,2014,2013.0,1.0,Saturday,391,309,1883.0,1.05,100.0,100.0,toronto kanadai amerikai magyarsag,left_only,,Toronto,,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
241,toronto kanadai amerikai magyarsag,1835.0,1.05,100.0,100.0,8.0,290.0,5.0,2015,2014.0,1.0,Saturday,391,309,1835.0,1.05,100.0,100.0,toronto kanadai amerikai magyarsag,left_only,,Toronto,,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
242,toronto kanadai amerikai magyarsag,1965.0,1.05,,100.0,8.0,290.0,5.0,2016,2015.0,1.0,Saturday,391,309,1965.0,1.05,,100.0,toronto kanadai amerikai magyarsag,left_only,,Toronto,,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
243,toronto kanadai amerikai magyarsag,1868.0,1.05,,100.0,8.0,290.0,5.0,2017,2015.0,2.0,Saturday,391,309,1868.0,1.05,,100.0,toronto kanadai amerikai magyarsag,left_only,,Toronto,,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
244,toronto kanadai amerikai magyarsag,1771.0,1.05,,100.0,8.0,290.0,5.0,2018,2017.0,1.0,Saturday,391,309,1771.0,1.05,,100.0,toronto kanadai amerikai magyarsag,left_only,,Toronto,,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
245,toronto kanadai amerikai magyarsag,1665.0,1.05,,100.0,8.0,290.0,5.0,2019,2018.0,1.0,Saturday,391,309,1665.0,1.05,,100.0,toronto kanadai amerikai magyarsag,left_only,,Toronto,,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
246,toronto leaside rosedale town crier,,3.53,176.0,588.0,6.0,192.0,9.0,2013,2010.0,3.0,Monthly,392,310,,3.53,176.0,588.0,toronto leasiderosedale town crier,both,,,,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
248,toronto nove ilhas,,2.64,147.0,529.0,10.0,200.0,,2013,0.0,2013.0,Tuesday,394,312,,2.64,147.0,529.0,toronto nove ilhas,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
249,toronto now,,6005.0,530.0,1615.0,5.0,158.0,,2013,2010.0,3.0,Thursday,395,313,,6005.0,530.0,1615.0,toronto now,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
250,toronto now,,6245.0,530.0,1615.0,5.0,158.0,-,2014,0.0,2014.0,Thursday,395,313,,6245.0,530.0,1615.0,toronto now,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
251,toronto now,,,,,5.0,158.0,-,2015,2010.0,5.0,Thursday,395,313,,,,,toronto now,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
252,toronto now,,,,,5.0,158.0,-,2016,2010.0,6.0,Thursday,395,313,,,,,toronto now,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
253,toronto now,96915.0,,,,5.0,158.0,-,2017,2016.0,1.0,Thursday,395,313,96915.0,,,,toronto now,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
254,toronto now,91280.0,,,,5.0,158.0,-,2018,2016.0,2.0,Thursday,395,313,91280.0,,,,toronto now,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
255,toronto now,85645.0,,,,5.0,158.0,-,2019,2018.0,1.0,Thursday,395,313,85645.0,,,,toronto now,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
256,toronto parkdale liberty villager,12901.0,2.32,,1160.0,10.0,161.0,10.0,2017,2016.0,1.0,Thursday,396,314,12901.0,2.32,,1160.0,toronto parkdaleliberty villager,both,,,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
257,toronto russian express,,0.82,229.0,229.0,5.0,215.0,4,2014,0.0,2014.0,Friday,397,315,,0.82,229.0,229.0,toronto russian express,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
258,toronto russian express,,0.82,229.0,229.0,5.0,215.0,4.0,2015,0.0,2015.0,Friday,397,315,,0.82,229.0,229.0,toronto russian express,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
259,toronto russian express,,0.82,,229.0,5.0,215.0,4.0,2016,0.0,2016.0,Friday,397,315,,0.82,,229.0,toronto russian express,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
260,toronto russian express,,0.82,,229.0,5.0,215.0,4.0,2017,0.0,2017.0,Friday,397,315,,0.82,,229.0,toronto russian express,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
261,toronto russian express,,0.82,,229.0,5.0,215.0,4.0,2018,0.0,2018.0,Friday,397,315,,0.82,,229.0,toronto russian express,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
262,toronto russian express,,0.82,,229.0,5.0,215.0,4.0,2019,0.0,2019.0,Friday,397,315,,0.82,,229.0,toronto russian express,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
265,toronto sunday times,30500.0,1.18,235.0,471.0,8.0,294.0,5.0,2013,2012.0,1.0,Thursday,399,317,30500.0,1.18,235.0,471.0,toronto sunday times,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
266,toronto sunday times,,1.18,235.0,471.0,8.0,294.0,5,2014,2012.0,2.0,Thursday,399,317,,1.18,235.0,471.0,toronto sunday times,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
267,toronto sunday times,,1.18,235.0,471.0,8.0,294.0,5.0,2015,2012.0,3.0,Thursday,399,317,,1.18,235.0,471.0,toronto sunday times,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
268,toronto sunday times,,1.18,,471.0,8.0,294.0,5.0,2016,2012.0,4.0,Thursday,399,317,,1.18,,471.0,toronto sunday times,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
269,toronto sunday times,,1.18,,471.0,8.0,294.0,5.0,2017,2012.0,5.0,Thursday,399,317,,1.18,,471.0,toronto sunday times,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
270,toronto sunday times,,1.18,,471.0,8.0,294.0,5.0,2018,2012.0,6.0,Thursday,399,317,,1.18,,471.0,toronto sunday times,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
271,toronto sunday times,,1.18,,471.0,8.0,294.0,5.0,2019,2012.0,7.0,Thursday,399,317,,1.18,,471.0,toronto sunday times,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
272,toronto thangatheepam,,0.99,118.0,118.0,4.0,224.0,8,2014,2012.0,2.0,Thursday,400,318,,0.99,118.0,118.0,toronto thangatheepam,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
273,toronto thangatheepam,,0.99,118.0,118.0,4.0,224.0,8.0,2015,2013.0,2.0,Thursday,400,318,,0.99,118.0,118.0,toronto thangatheepam,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
274,toronto thoi bao,10320.8,0.8,,1200.0,4.0,170.0,4,2017,2015.0,2.0,Thursday,401,319,10320.8,0.8,,1200.0,toronto thoi bao,both,,,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
275,toronto thoi bao,9740.0,0.8,,1200.0,4.0,186.0,4,2018,2017.0,1.0,Thursday,401,319,9740.0,0.8,,1200.0,toronto thoi bao,both,,,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
276,toronto thoi bao,,0.8,,1200.0,4.0,186.0,4,2019,2017.0,2.0,Thursday,401,319,,0.8,,1200.0,toronto thoi bao,both,,,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
277,toronto today,,5.88,,,6.0,154.0,11.0,2013,2010.0,3.0,Monthly,402,320,,5.88,,,toronto today,left_only,,Toronto,,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
278,toronto urdu khabarnama,,0.94,220.0,660.0,8.0,294.0,7,2014,2012.0,2.0,Thursday,403,321,,0.94,220.0,660.0,toronto urdu khabarnama,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
279,toronto urdu khabarnama,,0.94,220.0,660.0,8.0,294.0,7.0,2015,2013.0,2.0,Thursday,403,321,,0.94,220.0,660.0,toronto urdu khabarnama,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
280,toronto urdu khabarnama,,0.94,,660.0,8.0,294.0,7.0,2016,2013.0,3.0,Thursday,403,321,,0.94,,660.0,toronto urdu khabarnama,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
286,toronto weekly punjabi awaaz,9698.0,2.24,489.0,489.0,5.0,292.0,4,2014,2013.0,1.0,Wednesday,405,322,9698.0,2.24,489.0,489.0,toronto weekly punjabi awaaz,left_only,,Toronto,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
281,toronto weekly punjabi awaaz,,2.24,489.0,489.0,5.0,292.0,4.0,2015,2013.0,2.0,Friday,404,322,,2.24,489.0,489.0,toronto weekly punjabi awaaz,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
282,toronto weekly punjabi awaaz,,2.24,,489.0,5.0,292.0,4.0,2016,2014.0,2.0,Friday,404,322,,2.24,,489.0,toronto weekly punjabi awaaz,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
283,toronto weekly punjabi awaaz,,2.24,,489.0,5.0,292.0,4.0,2017,2015.0,2.0,Friday,404,322,,2.24,,489.0,toronto weekly punjabi awaaz,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
284,toronto weekly punjabi awaaz,,2.46,,489.0,5.0,292.0,4.0,2018,2016.0,2.0,Friday,404,322,,2.46,,489.0,toronto weekly punjabi awaaz,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
285,toronto weekly punjabi awaaz,,2.95,,587.0,5.0,292.0,4.0,2019,2016.0,3.0,Friday,404,322,,2.95,,587.0,toronto weekly punjabi awaaz,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
287,toronto weekly voice,,2.65,,489.0,5.0,292.0,,2016,2014.0,2.0,Friday,406,323,,2.65,,489.0,toronto weekly voice,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
288,toronto weekly voice,,2.65,,489.0,5.0,292.0,,2017,2015.0,2.0,Friday,406,323,,2.65,,489.0,toronto weekly voice,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
289,toronto weekly voice,,2.92,,489.0,5.0,292.0,,2018,2016.0,2.0,Friday,406,323,,2.92,,489.0,toronto weekly voice,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
290,toronto weekly voice,,3.51,,587.0,5.0,292.0,,2019,2016.0,3.0,Friday,406,323,,3.51,,587.0,toronto weekly voice,left_only,,Toronto,,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
291,toronto zwiazkowiec,,1.21,188.0,188.0,4.0,155.0,-,2014,2012.0,2.0,Thursday,407,324,,1.21,188.0,188.0,toronto zwiazkowiec,left_only,,Toronto,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
292,toronto zwiazkowiec,,1.21,188.0,188.0,4.0,155.0,,2015,2013.0,2.0,Tuesday,408,324,,1.21,188.0,188.0,toronto zwiazkowiec,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
293,toronto zwiazkowiec,,1.21,,188.0,4.0,155.0,,2016,2013.0,3.0,Tuesday,408,324,,1.21,,188.0,toronto zwiazkowiec,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
294,toronto zwiazkowiec,,1.21,,188.0,4.0,155.0,,2017,2014.0,3.0,Tuesday,408,324,,1.21,,188.0,toronto zwiazkowiec,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
295,toronto zwiazkowiec,,1.21,,188.0,4.0,155.0,,2018,2014.0,4.0,Tuesday,408,324,,1.21,,188.0,toronto zwiazkowiec,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
296,toronto zwiazkowiec,,1.21,,188.0,4.0,155.0,,2019,2014.0,5.0,Tuesday,408,324,,1.21,,188.0,toronto zwiazkowiec,left_only,,Toronto,,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
298,vaughan today,,3.53,,,6.0,154.0,11.0,2013,2010.0,3.0,Monthly,416,331,,3.53,,,vaughan today,left_only,,Vaughan,,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
299,vaughan weekly,,1.04,88.0,176.0,6.0,210.0,5,2014,0.0,2014.0,Wednesday,417,332,,1.04,88.0,176.0,vaughan weekly,both,,,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
302,wasaga stayner sun,9085.0,2.16,335.0,1160.0,10.0,175.0,10.0,2013,2012.0,1.0,Wednesday,422,335,9085.0,2.16,335.0,1160.0,wasaga stayner the sun,both,,,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
301,wasaga stayner sun,,2.35,1160.0,1160.0,10.0,161.0,10,2014,2012.0,2.0,Thursday,421,335,,2.35,1160.0,1160.0,wasaga stayner the sun,both,,,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
118,muskoka what's up muskoka,,1.59,,,9.0,161.0,3.0,2016,2014.0,2.0,Wednesday,238,184,,1.59,,,whats up muskoka,both,,,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
303,wheatley journal,,0.59,,441.0,6.0,204.0,5.0,2018,2016.0,2.0,Wednesday,432,344,,0.59,,441.0,wheatley journal,both,,,,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
304,york guardian,,2.39,,1160.0,10.0,161.0,10.0,2018,2016.0,2.0,Thursday,436,348,,2.39,,1160.0,york guardian,both,,,,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
